Type;MP;Beta
naive;0.05;1,06854648710167e+00
naive;0.05;6,71758454648989e-01
naive;0.05;7,12396171212233e-01
naive;0.05;7,97652974313808e-01
naive;0.05;8,20599575370195e-01
naive;0.05;1,00417927038211e+00
naive;0.05;6,15978698526281e-01
naive;0.05;1,11868811883570e+00
naive;0.05;3,80435637687375e-01
naive;0.05;9,02724004754130e-01
naive;0.05;5,60163920140703e-01
naive;0.05;7,78899809706620e-01
naive;0.05;4,93765778689476e-01
naive;0.05;1,15835675200420e+00
naive;0.05;1,32857889644729e+00
naive;0.05;1,08433642482490e+00
naive;0.05;5,11570007606259e-01
naive;0.05;8,19175303822373e-01
naive;0.05;7,31964570804350e-01
naive;0.05;9,29948633606251e-01
naive;0.05;7,68917930286960e-01
naive;0.05;7,84375276071837e-01
naive;0.05;6,96581424932024e-01
naive;0.05;8,13426786944002e-01
naive;0.05;7,37177847940457e-01
naive;0.05;1,12004290550361e+00
naive;0.05;9,62760182316680e-01
naive;0.05;6,90179791338707e-01
naive;0.05;8,79816950381760e-01
naive;0.05;6,72199450771053e-01
naive;0.05;6,19001650958656e-01
naive;0.05;6,47862154167725e-01
naive;0.05;1,11965340443526e+00
naive;0.05;6,43293872484621e-01
naive;0.05;7,93218119760499e-01
naive;0.05;7,31472798286244e-01
naive;0.05;8,85273807293951e-01
naive;0.05;7,91547941085425e-01
naive;0.05;7,43660632046247e-01
naive;0.05;5,25245754543375e-01
naive;0.05;8,64817962261309e-01
naive;0.05;9,33929195215710e-01
naive;0.05;6,88315378464496e-01
naive;0.05;7,55894307133599e-01
naive;0.05;8,80164340968147e-01
naive;0.05;5,82545234402092e-01
naive;0.05;1,09226728809763e+00
naive;0.05;8,67637359892769e-01
naive;0.05;4,62032388654616e-01
naive;0.05;8,14514381041433e-01
naive;0.05;7,71749951482072e-01
naive;0.05;8,58524507459887e-01
naive;0.05;4,09788548092908e-01
naive;0.05;8,59716719480966e-01
naive;0.05;1,02318749176947e+00
naive;0.05;9,35451241148688e-01
naive;0.05;7,07820074639654e-01
naive;0.05;8,36075949939678e-01
naive;0.05;8,03030953880694e-01
naive;0.05;6,60414401257624e-01
naive;0.05;9,24008821916595e-01
naive;0.05;5,51956563906186e-01
naive;0.05;4,35733973024199e-01
naive;0.05;5,92487956056832e-01
naive;0.05;8,88002944218319e-01
naive;0.05;8,63181141728329e-01
naive;0.05;8,02477837643328e-01
naive;0.05;9,50870802390286e-01
naive;0.05;8,96075488989029e-01
naive;0.05;1,29333144693222e+00
naive;0.05;1,09905783176016e+00
naive;0.05;7,92498186748261e-01
naive;0.05;8,99461439629022e-01
naive;0.05;9,27259396624107e-01
naive;0.05;5,69847392750185e-01
naive;0.05;5,02271055407747e-01
naive;0.05;9,96578241993309e-01
naive;0.05;9,37127039096860e-01
naive;0.05;1,03819228005367e+00
naive;0.05;1,10375148818800e+00
naive;0.05;6,65672984115685e-01
naive;0.05;5,43798416794076e-01
naive;0.05;7,22519875696449e-01
naive;0.05;8,68793178700489e-01
naive;0.05;1,12292112503818e+00
naive;0.05;1,05393766094644e+00
naive;0.05;6,48483296453971e-01
naive;0.05;8,13949199884471e-01
naive;0.05;6,89828073791276e-01
naive;0.05;8,04123556471361e-01
naive;0.05;1,26560386365933e+00
naive;0.05;7,61774403103129e-01
naive;0.05;1,16307063266735e+00
naive;0.05;6,23852011135326e-01
naive;0.05;5,36893235615765e-01
naive;0.05;8,67711955857041e-01
naive;0.05;9,17988503449175e-01
naive;0.05;8,29568702983205e-01
naive;0.05;7,17786615841340e-01
naive;0.05;1,23570130878271e+00
naive;0.05;1,04345721797565e+00
naive;0.05;6,71624654398355e-01
naive;0.05;5,95432286766046e-01
naive;0.05;1,07813149974655e+00
naive;0.05;9,30223667318007e-01
naive;0.05;8,67013949409003e-01
naive;0.05;1,03639933101421e+00
naive;0.05;1,05412554510741e+00
naive;0.05;1,14814784442601e+00
naive;0.05;9,28699686782238e-01
naive;0.05;1,08612869905319e+00
naive;0.05;6,18074718414954e-01
naive;0.05;1,15622896916663e+00
naive;0.05;7,87781269102529e-01
naive;0.05;6,13843232426924e-01
naive;0.05;9,93031244483974e-01
naive;0.05;9,80042607944161e-01
naive;0.05;1,01828111685509e+00
naive;0.05;3,90154030950740e-01
naive;0.05;1,24134088623796e+00
naive;0.05;9,13363654763482e-01
naive;0.05;1,24650381621807e+00
naive;0.05;9,90298494236102e-01
naive;0.05;6,43618615221319e-01
naive;0.05;5,56004722853448e-01
naive;0.05;1,18056341543658e+00
naive;0.05;8,45332497691253e-01
naive;0.05;1,08359552084900e+00
naive;0.05;1,23405775360396e+00
naive;0.05;9,85844871260061e-01
naive;0.05;9,39680871255743e-01
naive;0.05;7,12763630350614e-01
naive;0.05;9,86400029032019e-01
naive;0.05;7,91559629253954e-01
naive;0.05;4,39185118871906e-01
naive;0.05;4,28152820082486e-01
naive;0.05;7,59928778373365e-01
naive;0.05;7,28448248256283e-01
naive;0.05;4,02452653138939e-01
naive;0.05;8,35214870203223e-01
naive;0.05;1,14544029247550e+00
naive;0.05;1,14658860074634e+00
naive;0.05;8,83149002715481e-01
naive;0.05;1,21927824479295e+00
naive;0.05;9,53827218338731e-01
naive;0.05;8,28250603717382e-01
naive;0.05;9,35216645966830e-01
naive;0.05;7,57544775435172e-01
naive;0.05;1,19288073682804e+00
naive;0.05;8,80738394546328e-01
naive;0.05;1,09540738979193e+00
naive;0.05;8,00595061369093e-01
naive;0.05;7,25831072385060e-01
naive;0.05;7,14038421960991e-01
naive;0.05;9,94084674899019e-01
naive;0.05;9,74823908995338e-01
naive;0.05;7,39790786728475e-01
naive;0.05;1,02354363531711e+00
naive;0.05;5,71412875801689e-01
naive;0.05;9,93927148782506e-01
naive;0.05;7,49946055935393e-01
naive;0.05;8,45545817955742e-01
naive;0.05;7,12201775138954e-01
naive;0.05;6,28702445525060e-01
naive;0.05;1,00298569420672e+00
naive;0.05;5,63964228989678e-01
naive;0.05;7,16112735517455e-01
naive;0.05;1,32176349504869e+00
naive;0.05;6,45915709350604e-01
naive;0.05;7,02003208897804e-01
naive;0.05;8,17204848183114e-01
naive;0.05;8,35210341190457e-01
naive;0.05;7,60012355797939e-01
naive;0.05;8,33291164336149e-01
naive;0.05;6,59644040263618e-01
naive;0.05;5,21669666475537e-01
naive;0.05;1,05531371582820e+00
naive;0.05;8,13892378968968e-01
naive;0.05;8,17526595115250e-01
naive;0.05;4,90934342838809e-01
naive;0.05;7,30128175905843e-01
naive;0.05;8,17345111079490e-01
naive;0.05;8,89932585357424e-01
naive;0.05;6,17429578129526e-01
naive;0.05;7,92204369166230e-01
naive;0.05;8,60392533765147e-01
naive;0.05;6,70649314605489e-01
naive;0.05;7,64773764044538e-01
naive;0.05;8,55087181763933e-01
naive;0.05;1,22139590115209e+00
naive;0.05;7,03629267949372e-01
naive;0.05;8,89505070085147e-01
naive;0.05;5,05658869710879e-01
naive;0.05;7,05631579733100e-01
naive;0.05;4,48934915876885e-01
naive;0.05;7,03883524511261e-01
naive;0.05;9,11907187745782e-01
naive;0.05;5,80922620715076e-01
naive;0.05;6,58654655029596e-01
naive;0.05;6,58372987896686e-01
naive;0.05;6,48099816058196e-01
naive;0.05;9,67867253817689e-01
naive;0.05;1,15276447690775e+00
naive;0.05;1,25891118065130e+00
naive;0.05;6,85743038977002e-01
naive;0.05;5,24701601566848e-01
naive;0.05;5,40506752703353e-01
naive;0.05;1,06073174675131e-01
naive;0.05;1,22831948506190e+00
naive;0.05;1,15709206748245e+00
naive;0.05;8,02652322116129e-01
naive;0.05;1,21147620378613e+00
naive;0.05;6,22163071441301e-01
naive;0.05;7,05050776471201e-01
naive;0.05;6,16356005227281e-01
naive;0.05;1,12841076217034e+00
naive;0.05;8,87161497495958e-01
naive;0.05;5,71308067367392e-01
naive;0.05;8,27315998367179e-01
naive;0.05;8,64385926862162e-01
naive;0.05;9,04309308499743e-01
naive;0.05;5,47818260463434e-01
naive;0.05;8,98227560250350e-01
naive;0.05;1,12302382436525e+00
naive;0.05;8,80279918255000e-01
naive;0.05;8,50921140969074e-01
naive;0.05;6,77775035406693e-01
naive;0.05;1,04157579897172e+00
naive;0.05;6,53309283720360e-01
naive;0.05;6,20678534814868e-01
naive;0.05;1,07474890374167e+00
naive;0.05;8,48253970756240e-01
naive;0.05;8,23521722971815e-01
naive;0.05;1,05431739867522e+00
naive;0.05;8,41440311979302e-01
naive;0.05;1,00719569797934e+00
naive;0.05;9,93263849455228e-01
naive;0.05;6,62131045753640e-01
naive;0.05;9,04543790566134e-01
naive;0.05;7,76913025196099e-01
naive;0.05;7,27542217460130e-01
naive;0.05;1,07711476572713e+00
naive;0.05;6,55776496219995e-01
naive;0.05;9,52537031365145e-01
naive;0.05;8,23820822535646e-01
naive;0.05;8,25643583952250e-01
naive;0.05;9,75713960794020e-01
naive;0.05;4,43786572167669e-01
naive;0.05;9,93493263310754e-01
naive;0.05;7,74085469071464e-01
naive;0.05;8,03930569188061e-01
naive;0.05;9,31200824528200e-01
naive;0.05;8,43818981486076e-02
naive;0.05;6,53057854880762e-01
naive;0.05;2,80733029937895e-01
naive;0.05;9,66331557982473e-01
naive;0.05;8,47868451538853e-01
naive;0.05;9,22083379920716e-01
naive;0.05;5,58976563662445e-01
naive;0.05;5,37610392003867e-01
naive;0.05;9,10411373844920e-01
naive;0.05;1,01205304438439e+00
naive;0.05;1,13596941325777e+00
naive;0.05;9,17916639388635e-01
naive;0.05;1,09085341152153e+00
naive;0.05;5,54871327000263e-01
naive;0.05;7,64212070774091e-01
naive;0.05;1,18611183656895e+00
naive;0.05;7,49380624936538e-01
naive;0.05;5,98433968726964e-01
naive;0.05;4,36265455318583e-01
naive;0.05;1,04829717991236e+00
naive;0.05;7,15257373005399e-01
naive;0.05;7,70620304961516e-01
naive;0.05;6,03457560348424e-01
naive;0.05;8,75297309635612e-01
naive;0.05;6,71149267703992e-01
naive;0.05;2,67628084430834e-01
naive;0.05;1,04393210927504e+00
naive;0.05;9,55614624872098e-01
naive;0.05;5,08451027505728e-01
naive;0.05;1,13828521691421e+00
naive;0.05;7,03431301425018e-01
naive;0.05;7,07436262356326e-01
naive;0.05;1,12313315207130e+00
naive;0.05;3,73653479006644e-01
naive;0.05;4,70761392859084e-01
naive;0.05;8,46906964618306e-01
naive;0.05;9,52898388874520e-01
naive;0.05;8,74822265545624e-01
naive;0.05;7,00261201005434e-01
naive;0.05;8,27455033387165e-01
naive;0.05;5,19874787450606e-01
naive;0.05;6,34133313321404e-01
naive;0.05;3,12443665918715e-01
naive;0.05;8,47242727297027e-01
naive;0.05;9,65673657256171e-01
naive;0.05;9,18273087258570e-01
naive;0.05;7,89146107190062e-01
naive;0.05;7,75086678023936e-01
naive;0.05;1,38273141538380e+00
naive;0.05;6,92073321356130e-01
naive;0.05;1,12708900496595e+00
naive;0.05;5,98431737883669e-01
naive;0.05;7,75759496754036e-01
naive;0.05;1,10223535472492e+00
naive;0.05;8,30380388077531e-01
naive;0.05;8,18140744532659e-01
naive;0.05;8,87591751255862e-01
naive;0.05;9,98845659966162e-01
naive;0.05;6,26565716551471e-01
naive;0.05;1,01725115635869e+00
naive;0.05;6,41704294929250e-01
naive;0.05;1,03065897951746e+00
naive;0.05;1,09660283241740e+00
naive;0.05;7,12353672844594e-01
naive;0.05;7,91142005316075e-01
naive;0.05;9,84612724470955e-01
naive;0.05;7,80301143570737e-01
naive;0.05;6,69511360597571e-01
naive;0.05;8,45933478997836e-01
naive;0.05;7,27316409763019e-01
naive;0.05;6,05399841942934e-01
naive;0.05;7,90787688102826e-01
naive;0.05;4,98048402820217e-01
naive;0.05;1,13326871387184e+00
naive;0.05;5,03322472831357e-01
naive;0.05;6,63186395373450e-01
naive;0.05;7,37138721882682e-01
naive;0.05;6,42207148901316e-01
naive;0.05;8,93143701165215e-01
naive;0.05;8,06271421859789e-01
naive;0.05;7,63686988359607e-01
naive;0.05;9,96429075413546e-01
naive;0.05;4,97663791706751e-01
naive;0.05;5,83307955567558e-01
naive;0.05;6,32883887350487e-01
naive;0.05;8,67012479756001e-01
naive;0.05;1,01532976072119e+00
naive;0.05;8,79212045586444e-01
naive;0.05;8,24793693089366e-01
naive;0.05;9,67478140952496e-01
naive;0.05;8,45165219293460e-01
naive;0.05;1,03907706256457e+00
naive;0.05;4,97858198617262e-01
naive;0.05;7,37948726041260e-01
naive;0.05;9,85292331145970e-01
naive;0.05;5,99338803953782e-01
naive;0.05;7,23287533714050e-01
naive;0.05;5,88738552003846e-01
naive;0.05;7,95239808597576e-01
naive;0.05;6,35956989293061e-01
naive;0.05;7,90801784505954e-01
naive;0.05;7,58929784895179e-01
naive;0.05;6,25218277231003e-01
naive;0.05;9,31180738284463e-01
naive;0.05;4,62108122129185e-01
naive;0.05;4,97936051699805e-01
naive;0.05;1,13137547077202e+00
naive;0.05;8,74061039118630e-01
naive;0.05;8,15462783414299e-01
naive;0.05;7,75923849250977e-01
naive;0.05;1,18388121674962e+00
naive;0.05;1,20514018539461e+00
naive;0.05;8,32764416058035e-01
naive;0.1;5,94299022595325e-01
naive;0.1;7,15899597244382e-01
naive;0.1;5,69321183086985e-01
naive;0.1;6,01007573673167e-01
naive;0.1;7,22546159085635e-01
naive;0.1;5,44349741263721e-01
naive;0.1;5,78014799550261e-01
naive;0.1;7,28807094233824e-01
naive;0.1;5,98348266799872e-01
naive;0.1;6,57718694283176e-01
naive;0.1;8,61959309317042e-01
naive;0.1;9,83894733082077e-01
naive;0.1;6,49002035403999e-01
naive;0.1;6,80998409202712e-01
naive;0.1;1,04580334807528e+00
naive;0.1;7,51329817113544e-01
naive;0.1;8,51077018150028e-01
naive;0.1;5,98614253009985e-01
naive;0.1;7,28674782552385e-01
naive;0.1;9,16816440871701e-01
naive;0.1;5,35459567019130e-01
naive;0.1;6,47509457313418e-01
naive;0.1;7,19612815622604e-01
naive;0.1;9,40884551559736e-01
naive;0.1;7,70427345808851e-01
naive;0.1;1,09192950008619e+00
naive;0.1;7,26559473641747e-01
naive;0.1;5,73828458798491e-01
naive;0.1;8,76074836261985e-01
naive;0.1;6,79131274290272e-01
naive;0.1;6,89155122494336e-01
naive;0.1;1,03588658750164e+00
naive;0.1;8,20078353711868e-01
naive;0.1;8,01576655749604e-01
naive;0.1;3,61067066237875e-01
naive;0.1;6,20978157115215e-01
naive;0.1;7,96672643569694e-01
naive;0.1;5,30383855921726e-01
naive;0.1;8,97058443635844e-01
naive;0.1;9,08301769505246e-01
naive;0.1;5,45500256907972e-01
naive;0.1;8,16979126412438e-01
naive;0.1;7,99074111377218e-01
naive;0.1;1,08566113159090e+00
naive;0.1;5,37616479514320e-01
naive;0.1;5,33783901668583e-01
naive;0.1;7,06055320963069e-01
naive;0.1;6,91684935468445e-01
naive;0.1;1,11279516203212e+00
naive;0.1;7,26328313667611e-01
naive;0.1;7,38210996570860e-01
naive;0.1;5,27279377422585e-01
naive;0.1;8,98614773554292e-01
naive;0.1;5,68719716354517e-01
naive;0.1;6,76078050750527e-01
naive;0.1;9,10839152871536e-01
naive;0.1;6,18853881022824e-01
naive;0.1;3,48322720878739e-01
naive;0.1;8,24251274864389e-01
naive;0.1;7,39812726022735e-01
naive;0.1;7,93698498861919e-01
naive;0.1;7,66399611138554e-01
naive;0.1;7,20099825223819e-01
naive;0.1;7,05308223919928e-01
naive;0.1;3,66212192512309e-01
naive;0.1;1,01922856501240e+00
naive;0.1;8,53352029677642e-01
naive;0.1;8,41034221475592e-01
naive;0.1;9,08819531919673e-01
naive;0.1;1,01271183784097e+00
naive;0.1;7,65718780670523e-01
naive;0.1;4,98902158037024e-01
naive;0.1;4,88884547280675e-01
naive;0.1;1,10803395831277e+00
naive;0.1;9,28516432051053e-01
naive;0.1;5,87946133819373e-01
naive;0.1;6,22349835288376e-01
naive;0.1;8,96614446708487e-01
naive;0.1;7,74116394782178e-01
naive;0.1;9,49503779354887e-01
naive;0.1;6,03274905387682e-01
naive;0.1;7,74328750699571e-01
naive;0.1;2,72503300873688e-01
naive;0.1;5,47683495754210e-01
naive;0.1;6,79459046979106e-01
naive;0.1;8,44740951001567e-01
naive;0.1;1,36323997942126e+00
naive;0.1;5,89458384846879e-01
naive;0.1;8,36361938796913e-01
naive;0.1;5,40193315918251e-01
naive;0.1;6,19292889710393e-01
naive;0.1;5,37757354902877e-01
naive;0.1;9,65165333988203e-01
naive;0.1;6,71527000297713e-01
naive;0.1;6,72292157829286e-01
naive;0.1;7,27017958770906e-01
naive;0.1;6,55984013801561e-01
naive;0.1;8,60468949962704e-01
naive;0.1;5,96970413234377e-01
naive;0.1;8,25051642314059e-01
naive;0.1;5,39877898576750e-01
naive;0.1;9,25548016358808e-01
naive;0.1;5,84565335265219e-01
naive;0.1;8,60344933239588e-01
naive;0.1;7,45544073704120e-01
naive;0.1;5,55383121185542e-01
naive;0.1;7,09328602367093e-01
naive;0.1;5,81895724642449e-01
naive;0.1;5,81207760360404e-01
naive;0.1;9,49729040035026e-01
naive;0.1;5,66154625045119e-01
naive;0.1;5,16021642392038e-01
naive;0.1;3,69514567505839e-01
naive;0.1;7,01786658992063e-01
naive;0.1;7,08303948766946e-01
naive;0.1;9,06521529187568e-01
naive;0.1;7,84007292145659e-01
naive;0.1;2,79136591794978e-01
naive;0.1;8,75728477348423e-01
naive;0.1;8,15711730930415e-01
naive;0.1;6,94085688930554e-01
naive;0.1;5,89934970763376e-01
naive;0.1;1,00238956067023e+00
naive;0.1;2,78041124567559e-01
naive;0.1;7,42953660489065e-01
naive;0.1;1,03314035049814e+00
naive;0.1;5,16022213721878e-01
naive;0.1;5,71280861971306e-01
naive;0.1;7,73439633163467e-01
naive;0.1;6,85595954426291e-01
naive;0.1;7,81427424041160e-01
naive;0.1;4,93639745296131e-01
naive;0.1;6,30263888227904e-01
naive;0.1;7,80259702383933e-01
naive;0.1;6,28871642998171e-01
naive;0.1;7,44899968721274e-01
naive;0.1;1,03309380581511e+00
naive;0.1;6,20097174114910e-01
naive;0.1;8,84178046131043e-01
naive;0.1;8,50827825905242e-01
naive;0.1;5,89912793706870e-01
naive;0.1;7,50907183090177e-01
naive;0.1;6,89464355250694e-01
naive;0.1;5,98933270709053e-01
naive;0.1;4,78767080640600e-01
naive;0.1;4,32909125979584e-01
naive;0.1;1,11511617618860e+00
naive;0.1;4,24987702015206e-01
naive;0.1;7,19733672409052e-01
naive;0.1;7,33714398933183e-01
naive;0.1;9,83451911684401e-01
naive;0.1;3,97543676565754e-01
naive;0.1;4,34173286771182e-01
naive;0.1;7,14165487786583e-01
naive;0.1;5,92904505227263e-01
naive;0.1;7,86164265732845e-01
naive;0.1;8,94333059737228e-01
naive;0.1;6,24409064965339e-01
naive;0.1;3,39351466694796e-01
naive;0.1;3,77437984592784e-01
naive;0.1;6,46361005769551e-01
naive;0.1;8,98703697907576e-01
naive;0.1;8,67529089733639e-01
naive;0.1;5,14596385308502e-01
naive;0.1;1,02292073939773e+00
naive;0.1;5,74486546572907e-01
naive;0.1;2,00433126988282e-01
naive;0.1;4,86104504189907e-01
naive;0.1;4,23210030424926e-01
naive;0.1;7,41406008482956e-01
naive;0.1;4,54566433875119e-01
naive;0.1;3,19328633992086e-01
naive;0.1;6,50311598297193e-01
naive;0.1;7,09579463830182e-01
naive;0.1;2,50379970308229e-01
naive;0.1;7,64737331370726e-01
naive;0.1;8,13388842291142e-01
naive;0.1;5,94829221203716e-01
naive;0.1;6,54382512793194e-01
naive;0.1;5,80785317731280e-01
naive;0.1;6,90133916414984e-01
naive;0.1;8,80513118803082e-01
naive;0.1;7,27953273617261e-01
naive;0.1;8,39893704903347e-01
naive;0.1;7,85455549316140e-01
naive;0.1;7,57608629167846e-01
naive;0.1;6,24877560715784e-01
naive;0.1;6,43029751089989e-01
naive;0.1;5,97830851864291e-01
naive;0.1;6,79279214975955e-01
naive;0.1;7,60778004610387e-01
naive;0.1;5,18516329632159e-01
naive;0.1;4,09425667396174e-01
naive;0.1;5,63780368489953e-01
naive;0.1;6,89118909129301e-01
naive;0.1;1,08007161078763e+00
naive;0.1;3,79575111636721e-01
naive;0.1;8,35899254289018e-01
naive;0.1;8,88284159862219e-01
naive;0.1;7,14722788444129e-01
naive;0.1;9,59987476441921e-01
naive;0.1;3,20748367198159e-01
naive;0.1;1,18980384073206e+00
naive;0.1;9,27827804963257e-01
naive;0.1;8,43236721990889e-01
naive;0.1;9,41588398828351e-01
naive;0.1;1,02237986364598e+00
naive;0.1;3,99288466689662e-01
naive;0.1;6,28387359775089e-01
naive;0.1;6,29960165033865e-01
naive;0.1;8,12514758581688e-01
naive;0.1;5,72872702986674e-01
naive;0.1;9,86455304790616e-01
naive;0.1;8,12049614563045e-01
naive;0.1;7,10071706698419e-01
naive;0.1;1,09161475302576e+00
naive;0.1;1,00599998302046e+00
naive;0.1;8,85049068610245e-01
naive;0.1;6,74878205811062e-01
naive;0.1;6,61042293561183e-01
naive;0.1;5,72685440806840e-01
naive;0.1;8,26748157663977e-01
naive;0.1;8,35420097743643e-01
naive;0.1;4,28620130625060e-01
naive;0.1;7,29538580303874e-01
naive;0.1;1,17207086726674e+00
naive;0.1;9,67507779782983e-01
naive;0.1;7,72765771918895e-01
naive;0.1;5,51360320406958e-01
naive;0.1;5,07855923474214e-01
naive;0.1;3,37837986529889e-01
naive;0.1;6,37088001282355e-01
naive;0.1;9,77625852723471e-01
naive;0.1;7,64927351881666e-01
naive;0.1;6,89585219965230e-01
naive;0.1;7,33981475501411e-01
naive;0.1;8,94597350188346e-01
naive;0.1;1,08492953050558e+00
naive;0.1;5,77431576150176e-01
naive;0.1;1,07758055872573e+00
naive;0.1;8,25087160997960e-01
naive;0.1;2,36966222225673e-01
naive;0.1;3,45894500642636e-01
naive;0.1;5,54195779613304e-01
naive;0.1;8,67965690583518e-01
naive;0.1;6,46913897370406e-01
naive;0.1;6,13979686499654e-01
naive;0.1;5,61690608176989e-01
naive;0.1;8,98098664558744e-01
naive;0.1;3,65910017631210e-01
naive;0.1;5,21282423878414e-01
naive;0.1;8,17032672935842e-01
naive;0.1;5,86717518603503e-01
naive;0.1;7,86849862246304e-01
naive;0.1;5,51148229442237e-01
naive;0.1;9,76005084736024e-01
naive;0.1;1,06323722175339e+00
naive;0.1;6,55468842702741e-01
naive;0.1;9,98369658071355e-01
naive;0.1;1,20151989636833e+00
naive;0.1;4,68060048863633e-01
naive;0.1;1,11682835761456e+00
naive;0.1;5,15396361760965e-01
naive;0.1;6,11190430819297e-01
naive;0.1;8,64491622160614e-01
naive;0.1;9,20540134968394e-01
naive;0.1;4,99645007636594e-01
naive;0.1;6,19056410185038e-01
naive;0.1;6,31821861819657e-01
naive;0.1;8,36455346373293e-01
naive;0.1;6,80532736398555e-01
naive;0.1;9,40241592604614e-01
naive;0.1;8,29663845492572e-01
naive;0.1;2,31637653331278e-01
naive;0.1;5,03926860568776e-01
naive;0.1;7,05595219549223e-01
naive;0.1;1,89963739170067e-01
naive;0.1;4,67066143617797e-01
naive;0.1;6,47620807818036e-01
naive;0.1;6,00574533160709e-01
naive;0.1;6,95260806766951e-01
naive;0.1;6,78364026656360e-01
naive;0.1;7,62640266355634e-01
naive;0.1;6,51022321659484e-01
naive;0.1;7,20745022335991e-01
naive;0.1;1,01580922732543e+00
naive;0.1;3,38644325252316e-01
naive;0.1;5,72886637845781e-01
naive;0.1;9,61752865858058e-01
naive;0.1;5,91708651024152e-01
naive;0.1;6,32064586243677e-01
naive;0.1;7,24676037756863e-01
naive;0.1;6,51321979984725e-01
naive;0.1;6,69615404089800e-01
naive;0.1;5,65870732529524e-01
naive;0.1;9,53411499458903e-01
naive;0.1;7,43127346475127e-01
naive;0.1;7,98385642010879e-01
naive;0.1;6,21239708653668e-01
naive;0.1;9,77034284395484e-01
naive;0.1;6,22018290224768e-01
naive;0.1;5,04762183558566e-01
naive;0.1;8,91397656943544e-01
naive;0.1;4,80672391152458e-01
naive;0.1;5,18442533950152e-01
naive;0.1;7,92312613573527e-01
naive;0.1;4,10957321119691e-01
naive;0.1;4,50370802050534e-01
naive;0.1;8,53003665572820e-01
naive;0.1;6,30006781677084e-01
naive;0.1;5,05251841030721e-01
naive;0.1;1,02591811527747e+00
naive;0.1;6,16262643260011e-01
naive;0.1;7,47459026499373e-01
naive;0.1;7,84359956918804e-01
naive;0.1;9,63224949728873e-01
naive;0.1;7,52447242217956e-01
naive;0.1;7,71839624415601e-01
naive;0.1;6,61947862879956e-01
naive;0.1;3,32071736461157e-01
naive;0.1;5,56472802649426e-01
naive;0.1;5,27454702124061e-01
naive;0.1;7,59596394879283e-01
naive;0.1;5,39599159104429e-01
naive;0.1;7,52401174968113e-01
naive;0.1;5,50906520728622e-01
naive;0.1;1,06770086340849e+00
naive;0.1;4,81589963609902e-01
naive;0.1;6,99336567086859e-01
naive;0.1;8,25866488109091e-01
naive;0.1;4,21717064240620e-01
naive;0.1;1,07213225822242e+00
naive;0.1;5,16571921719869e-01
naive;0.1;5,60110698942424e-01
naive;0.1;8,27580960180243e-01
naive;0.1;6,82562828295739e-01
naive;0.1;3,43914953467813e-01
naive;0.1;8,22196607756270e-01
naive;0.1;8,27525537695538e-01
naive;0.1;4,52904165749241e-01
naive;0.1;4,16955212309093e-01
naive;0.1;6,69249728856261e-01
naive;0.1;5,75091602960114e-01
naive;0.1;7,79166052064164e-01
naive;0.1;4,92875585793351e-01
naive;0.1;7,66282708949314e-01
naive;0.1;7,38499604749697e-01
naive;0.1;1,06842751721887e+00
naive;0.1;1,12967677909883e+00
naive;0.1;1,68304497408776e-01
naive;0.1;5,04855914538219e-01
naive;0.1;7,22719013605963e-01
naive;0.1;5,90790109700737e-01
naive;0.1;9,56919463078998e-01
naive;0.1;1,20997347580374e+00
naive;0.1;5,61010686403898e-01
naive;0.1;7,95061526004064e-01
naive;0.1;3,20066486707615e-01
naive;0.1;7,76296927548078e-01
naive;0.1;8,31375217141653e-01
naive;0.1;5,40211854528773e-01
naive;0.1;7,60838799085203e-01
naive;0.1;5,82044471407609e-01
naive;0.1;6,93893582262311e-01
naive;0.1;7,86802250537708e-01
naive;0.1;4,33132014773810e-01
naive;0.1;6,62013134900397e-01
naive;0.1;7,88335190528111e-01
naive;0.1;6,91850530489108e-01
naive;0.1;7,38202984818424e-01
naive;0.1;4,49321108799612e-01
naive;0.1;5,99859768458067e-01
naive;0.1;3,69478734005642e-01
naive;0.1;5,04214252223404e-01
naive;0.1;8,62856658109885e-01
naive;0.1;1,07939866296983e+00
naive;0.1;7,62190993162097e-01
naive;0.1;6,04411883699043e-01
naive;0.1;4,60195562378670e-01
naive;0.1;4,91502880101012e-01
naive;0.1;5,56542506504640e-01
naive;0.1;1,11453230568656e+00
naive;0.1;4,99701249024022e-01
naive;0.1;5,71060134477350e-01
naive;0.1;4,20380238220926e-01
naive;0.1;6,93090042475745e-01
naive;0.1;6,52345160904292e-01
naive;0.1;6,71218086408686e-01
naive;0.1;8,79888074021209e-01
naive;0.1;1,10045756868004e+00
naive;0.1;6,41914682534428e-01
naive;0.1;5,22624364283316e-01
naive;0.1;8,42516290735639e-01
naive;0.1;7,28205214881285e-01
naive;0.1;8,50033332418337e-01
naive;0.1;2,06152698644212e-01
naive;0.1;1,01830632141786e+00
naive;0.1;6,57224839616958e-01
naive;0.1;6,31601741768636e-01
naive;0.1;6,00599716030195e-01
naive;0.1;4,98034709574173e-01
naive;0.1;8,56232224881626e-01
naive;0.1;7,45784894111315e-01
naive;0.1;7,14055847928617e-01
naive;0.1;3,50278168943326e-01
naive;0.1;1,12826889593238e+00
naive;0.1;7,78150891407792e-01
naive;0.1;5,35471181684317e-01
naive;0.1;6,17049856831116e-01
naive;0.1;2,28207454023558e-01
naive;0.1;6,07220594497178e-01
naive;0.1;3,83097138487038e-01
